arquivo,classe,status,refs_externas,refs_no_bloco,loc,quarantine_confidence
app/Services/Ai/AutonomousEvolution/V2/AtlasLoopV2AutoRollbackDecider.php,AtlasLoopV2AutoRollbackDecider,ORFAO,0,0,163,high
app/Services/Ai/AutonomousEvolution/V2/AtlasLoopV2BlastRadiusCalculator.php,AtlasLoopV2BlastRadiusCalculator,ORFAO,0,2,167,high
app/Services/Ai/AutonomousEvolution/V2/AtlasLoopV2EnterpriseMergeGate.php,AtlasLoopV2EnterpriseMergeGate,ORFAO,0,0,179,high
app/Services/Ai/AutonomousEvolution/V2/AtlasLoopV2ScopeManifestRegistry.php,AtlasLoopV2ScopeManifestRegistry,ORFAO,0,2,201,high
app/Services/Ai/AutonomousEvolution/V2/AtlasLoopV2TerritoryPromotionOrchestrator.php,AtlasLoopV2TerritoryPromotionOrchestrator,ORFAO,0,0,101,high
app/Services/Ai/AutonomousEvolution/V3/AtlasLoopV3CapabilityFingerprint.php,AtlasLoopV3CapabilityFingerprint,ORFAO,0,0,80,high
app/Services/Ai/AutonomousEvolution/V3/AtlasLoopV3CrossScopeTransferProbe.php,AtlasLoopV3CrossScopeTransferProbe,ORFAO,0,0,171,high
app/Services/Ai/AutonomousEvolution/V3/AtlasLoopV3GraderPromotionGate.php,AtlasLoopV3GraderPromotionGate,ORFAO,0,0,96,high
app/Services/Ai/AutonomousEvolution/V3/AtlasLoopV3GraderRegistry.php,AtlasLoopV3GraderRegistry,ORFAO,0,0,39,high
app/Services/Ai/AutonomousEvolution/V3/AtlasLoopV3GraderSpec.php,AtlasLoopV3GraderSpec,ORFAO,0,2,98,high
app/Services/Ai/AutonomousEvolution/V3/AtlasLoopV3MetaLeverRecommender.php,AtlasLoopV3MetaLeverRecommender,ORFAO,0,0,78,high
app/Services/Ai/AutonomousEvolution/V3/AtlasLoopV3MetaStrategyDistiller.php,AtlasLoopV3MetaStrategyDistiller,ORFAO,0,0,100,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopVaguenessPreScreener.php,AtlasLoopVaguenessPreScreener,VIVO-TRANSITIVO,0,1,70,
app/Services/Ai/AutonomousEvolution/AtlasLoopVerificationAtomNormalizer.php,AtlasLoopVerificationAtomNormalizer,VIVO-TRANSITIVO,0,1,386,
app/Services/Ai/AutonomousEvolution/Sentinels/AtlasLoopWave19SentinelWiringCanary.php,AtlasLoopWave19SentinelWiringCanary,VIVO-EXTERNO,1,0,78,
app/Services/Ai/AutonomousEvolution/AtlasLoopWeeklyAgendaProposalService.php,AtlasLoopWeeklyAgendaProposalService,VIVO-EXTERNO,1,0,771,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopWiredAcceptanceProducer.php,AtlasLoopWiredAcceptanceProducer,VIVO-TRANSITIVO,0,1,130,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopWiredCallerService.php,AtlasLoopWiredCallerService,VIVO-EXTERNO,2,11,440,
app/Services/Ai/AutonomousEvolution/AtlasLoopWiringIntentLedger.php,AtlasLoopWiringIntentLedger,ORFAO,0,1,83,high
app/Services/Ai/AutonomousEvolution/AtlasLoopWorkTypeContract.php,AtlasLoopWorkTypeContract,VIVO-TRANSITIVO,0,2,101,
app/Services/Ai/AutonomousEvolution/AtlasLoopWorkspaceMaterializer.php,AtlasLoopWorkspaceMaterializer,VIVO-TRANSITIVO,0,3,109,
app/Services/Ai/AutonomousEvolution/AtlasLoopWorkspaceMaterializerSupport2.php,AtlasLoopWorkspaceMaterializerSupport2,VIVO-TRANSITIVO,0,6,187,
app/Services/Ai/AutonomousEvolution/Verify/AtlasP3FindingDispatcher.php,AtlasP3FindingDispatcher,VIVO-TRANSITIVO,0,1,406,
app/Services/Ai/AutonomousEvolution/AtlasUnifiedLoopOrchestrator.php,AtlasUnifiedLoopOrchestrator,VIVO-EXTERNO,1,1,649,
app/Services/Ai/AutonomousEvolution/AtlasUnifiedLoopSupervisorService.php,AtlasUnifiedLoopSupervisorService,ORFAO,0,0,298,high
app/Services/Ai/AutonomousEvolution/Contracts/BroaderRegressionGateContract.php,BroaderRegressionGateContract,VIVO-EXTERNO,1,3,22,
app/Services/Ai/AutonomousEvolution/Simulation/DryRunReceipt.php,DryRunReceipt,ORFAO,0,2,36,high
app/Services/Ai/AutonomousEvolution/Support/GitSubprocess.php,GitSubprocess,VIVO-EXTERNO,8,11,19,
app/Services/Ai/AutonomousEvolution/Quaternity/IntentIngest/IntentReceipt.php,IntentReceipt,ORFAO,0,1,37,high
app/Services/Ai/AutonomousEvolution/Quaternity/IntentIngest/IntentReceiptDecision.php,IntentReceiptDecision,ORFAO,0,1,24,high
app/Services/Ai/AutonomousEvolution/LoopExecutionDriver.php,LoopExecutionDriver,VIVO-EXTERNO,2,2,28,
app/Services/Ai/AutonomousEvolution/Support/NowTrait.php,NowTrait,VIVO-TRANSITIVO,0,3,56,
app/Services/Ai/AutonomousEvolution/Discovery/ScopeRuntimeFacts.php,ScopeRuntimeFacts,VIVO-TRANSITIVO,0,1,24,
